x,y,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17
1673222400,10.9,75.09,0.002,6.961,220.9,0,960,0,0,0,0,0,0,0,0,0,0,0
1673223000,10.88,78.96,0.002,6.968999999999999,229.4,0,960,0,0,0,0,0,0,0,0,0,0,0
1673223600,10.11,84.4,0.001,10.41,234.7,0.816,960,0,0,0,0,0,0,0,0,0,0,0
1673224200,10.05,83.2,0.001,8.4,236.5,0.204,960,0,0,0,0,0,0,0,0,0,0,0
1673224800,10.3,83.4,0.001,6.6770000000000005,235.7,0,960,0,0,0,0,0,0,0,0,0,0,0
1673225400,10.22,79.53,0.001,10.12,232.5,0.204,960,0,0,0,0,0,0,0,0,0,0,0
1673226000,9.76,87.3,0.001,8.5,259.1,0.816,959,0,0,0,0,0,0,0,0,0,0,0
1673226600,8.84,86.1,0.001,9.57,272.3,1.8359999999999999,960,0,0,0,0,0,0,0,0,0,0,0
1673227200,7.635,82.5,0.001,7.556,290.6,0.612,961,0,0,0,0,0,0,0,0,0,0,0
1673227800,8.16,77.67,0.001,6.435,263,0,961,0,0,0,0,0,0,0,0,0,0,0
1673228400,8.09,84.6,0.001,8.93,222.1,0.408,962,0,0,0,0,0,0,0,0,0,0,0
1673229000,7.122000000000001,82.3,0.001,9.99,204.9,0,962,0,0,0,0,0,0,0,0,0,0,0
1673229600,7.399,78.37,0.001,9.04,206.5,0.204,962,0,0,0,0,0,0,0,0,0,0,0
1673230200,8.28,75.67,0.001,10.77,211.6,0,962,0,0,0,0,0,0,0,0,0,0,0
1673230800,8.78,73.21,0.002,11.07,220.3,0,963,0,0,0,0,0,0,0,0,0,0,0
1673231400,8.98,73.22,0.002,10.66,229.8,0,963,0,0,0,0,0,0,0,0,0,0,0
1673232000,9.06,66.21,0.002,12.44,241.8,0,963,0,0,0,0,0,0,0,0,0,0,0
1673232600,8.87,65.67,0.002,10.86,244,0,964,0,0,0,0,0,0,0,0,0,0,0
1673233200,8.95,66.2,0.002,10.47,248.5,0,964,0,0,0,0,0,0,0,0,0,0,0
1673233800,8.82,68.51,0.002,10.46,239.8,0,964,0,0,0,0,0,0,0,0,0,0,0
1673234400,8.65,69.24,0.001,7.774,234.7,0,964,0,0,0,0,0,0,0,0,0,0,0
1673235000,8.69,64.93,0.002,8.26,218.3,0,965,0,0,0,0,0,0,0,0,0,0,0
1673235600,8.83,67.86,0.001,9.66,228.1,0,964,0,0,0,0,0,0,0,0,0,0,0
1673236200,8.82,68.34,0.002,10.09,227.6,0,965,0,0,0,0,0,0,0,0,0,0,0
1673236800,8.66,69.05,0.001,9.27,228.7,0,965,0,0,0,0,0,0,0,0,0,0,0
1673237400,8.59,66.13,0.002,9.13,234.1,0,965,0,0,0,0,0,0,0,0,0,0,0
1673238000,8.64,64.76,0.002,9.94,233.6,0,965,0,0,0,0,0,0,0,0,0,0,0
1673238600,8.74,64.9,0.001,9.07,232.4,0,965,0,0,0,0,0,0,0,0,0,0,0
1673239200,8.74,62.74,0.002,7.4479999999999995,232.2,0,966,0,0,0,0,0,0,0,0,0,0,0
1673239800,8.73,63.88,0.001,7.031000000000001,240.8,0,966,0,0,0,0,0,0,0,0,0,0,0
1673240400,8.51,65.43,0.001,5.261,251.1,0,966,0,0,0,0,0,0,0,0,0,0,0
1673241000,8.61,58.67,0.001,6.689,231.8,0,966,0,0,0,0,0,0,0,0,0,0,0
1673241600,8.68,62.16,0.001,6.978,241.7,0,966,0,0,0,0,0,0,0,0,0,0,0
1673242200,8.59,59.9,0.001,5.702000000000001,253.5,0,966,0,0,0,0,0,0,0,0,0,0,0
1673242800,8.61,54.92,0.001,5.926,251.3,0,966,0,0,0,0,0,0,0,0,0,0,0
1673243400,8.67,61.25,0.001,6.691,249.5,0,966,0,0,0,0,0,0,0,0,0,0,0
1673244000,8.52,61.46,0.001,6.5,233.1,0,966,0,0,0,0,0,0,0,0,0,0,0
1673244600,8.38,62.32,0.001,7.184,226.5,0,966,0,0,0,0,0,0,0,0,0,0,0
1673245200,8.42,62.97,0.001,7.57,234.3,0,966,0,0,0,0,0,0,0,0,0,0,0
1673245800,8.3,65.93,0.002,6.779,245.5,0,966,0,0,0,0,0,0,0,0,0,0,0
1673246400,8.21,63.5,0.003,7.574,230.9,0,966,0,0,0,0,0,0,0,0,0,0,0
1673247000,8.14,67.41,0.021,6.484,221.5,0,967,0,0,0,0,0,0,0,0,0,0,0
1673247600,8.17,65.66,0.23800000000000002,6.981,204.8,0,967,0,0,0,0,0,0,0,0,0,0,0
1673248200,8.12,63.47,0.051,7.154,204.7,0,966,0,0,0,0,0,0,0,0,0,0,0
1673248800,8.22,67.06,1.8159999999999998,7.818,203.1,0,966,0,0,0,0,0,0,0,0,0,0,0
1673249400,8.15,63.91,3.2889999999999997,9.28,201.3,0,966,0,0,0,0,0,0,0,0,0,0,0
1673250000,8.17,65.42,6.829,8.69,195.1,0,966,0,0,0,0,0,0,0,0,0,0,0
1673250600,8.26,60.42,11.91,8.96,193.8,0,966,0,0,0,0,0,0,0,0,0,0,0
